eol -> que (0.40), la (0.37), el (0.32), canaria… (0.30), no (0.29), acuerdo (0.29), l (0.28), quedar (0.28), ofrezco (0.28), de (0.28)
culpable -> alegrarme (0.89), descargue (0.86), lamenta (0.79), errante (0.76), sáhara (0.75), baguala (0.74), yesterday (0.73), náufrago (0.73), oí (0.73), pasé (0.70)
guirre -> queja (0.84), mirlo (0.79), unidos (0.78), ayúdame (0.75), vuelva (0.75), traiga (0.74), cantemos (0.73), compañero (0.73), sauzal (0.73), dejarlo (0.73)
peña -> mirlo (0.81), rema (0.81), rabo (0.79), rana (0.77), vuelva (0.74), difícil (0.74), tarea (0.74), egiten (0.73), sauzal (0.73), gozar (0.73)
breñas -> tuineje (0.91), asofa (0.91), saltamos (0.85), fataga (0.85), sauzal (0.84), agulo (0.83), tagaana (0.80), pelotera (0.79), mirlo (0.76), tafira (0.74)
salto -> andamos (0.95), marchando (0.88), andabas (0.87), despistado (0.78), rubí (0.76), buscando (0.76), dudé (0.76), hacía (0.76), eras (0.75), bar… (0.75)
escopeta -> caño (0.89), tráeme (0.88), caballitos (0.87), cesar (0.85), caña (0.82), cazo (0.81), cambo (0.78), labro (0.76), hiel (0.76), caballеro (0.76)
pasábamos -> domingos (0.93), reír (0.93), hachís (0.92), gustábamos (0.81), entender (0.79), correr (0.77), sеmbrar (0.70), pupitres (0.68), retroceder (0.67), arruina (0.66)
ancestral -> común (0.87), habitaron (0.85), hau (0.84), burutazio (0.83), hederá (0.80), ez (0.78), egin (0.76), euskaldunes (0.75), perú (0.74), nicaragua (0.73)
solas -> pirotecnia (0.85), casualidades (0.83), línea (0.82), recta (0.80), juntan (0.74), mostrador (0.74), muestras (0.69), callada (0.69), jobo (0.69), mezclando (0.69)
tendida -> ropita (0.86), cinta (0.81), moviendo (0.79), lazos (0.76), lavando (0.74), asomando (0.70), venir (0.70), lagarto (0.70), almidonados (0.69), levantando (0.68)
pardelas -> cruzando (0.90), hizo (0.83), bandera (0.81), sabinas (0.71), haz (0.71), pulso (0.70), mujer (0.70), golfo (0.69), llegó (0.69), forjarán (0.69)
máquinas -> aval” (0.85), arrollo (0.82), pensándolo (0.82), préstamos (0.75), medir (0.74), azúcar (0.73), vendrá (0.73), hubiera (0.72), quedan (0.72), caballitos (0.71)
tambores -> suenan (0.90), timples (0.89), cambiarán (0.86), alumbran (0.84), arengas (0.83), isas (0.78), plantas (0.74), tirinainai (0.74), norteafricana (0.74), emponzoñar (0.73)
espatadantza -> vírelo (0.92), viere (0.90), acá (0.87), encabrita (0.85), zait (0.83), bihurri (0.80), ta (0.77), hara (0.76), tajarastea (0.76), castillo (0.75)
caigas -> alongues (0.96), estate (0.92), quieta (0.91), alante (0.89), quítate (0.88), arure (0.85), zagalejo (0.83), rompo (0.83), ándate (0.81), aaaay (0.78)
alongues -> caigas (0.96), alante (0.86), estate (0.86), talla (0.85), quieta (0.84), cargarme (0.84), quítate (0.82), arure (0.78), zagalejo (0.75), rompo (0.75)
aaay -> aaaay (0.96), quieta (0.87), muero (0.86), estate (0.85), zagalejo (0.85), rompo (0.85), moje (0.84), ándate (0.83), espabílate (0.79), cargarme (0.76)
cuido -> vеrás (0.97), amarguras (0.94), acaban (0.87), espabílate (0.86), prontito (0.82), afeitada (0.78), sinead (0.75), detener (0.74), creerán (0.74), oconnor (0.73)
locos -> cochitos (0.86), 60 (0.83), fiestas (0.77), reventar (0.74), carro (0.73), reír (0.72), pelota (0.69), alumbrará (0.69), botas (0.68), recalada (0.67)
quieta -> estate (0.99), rompo (0.94), zagalejo (0.94), moje (0.93), aaaay (0.92), caigas (0.91), aaay (0.87), ándate (0.86), quítate (0.84), alongues (0.84)
estate -> quieta (0.99), moje (0.94), caigas (0.92), rompo (0.91), zagalejo (0.90), aaaay (0.90), alongues (0.86), aaay (0.85), ándate (0.84), quítate (0.84)
derechas -> ñameras (1.00), frescas (0.92), talla (0.84), cargarme (0.83), moje (0.80), ventorrillero (0.73), pregonamos (0.73), turronera (0.72), pon (0.72), sardinas (0.71)
ñameras -> derechas (1.00), frescas (0.91), talla (0.87), cargarme (0.85), moje (0.79), ventorrillero (0.73), pregonamos (0.73), turronera (0.72), pon (0.72), rumantela (0.71)
pintar -> barnizar (0.90), gastada (0.87), pupitres (0.84), quitarle (0.83), “alfonso (0.83), carmita” (0.79), ponerle (0.77), batea (0.76), libro (0.75), cerradura (0.73)
decía -> pеrinal (0.78), cho (0.76), solitos (0.72), avento (0.72), marcando (0.71), volaba (0.71), iguales (0.70), contagiado (0.69), patita (0.68), arruina (0.68)
quedas -> 6 (0.71), parar (0.68), dulcemente (0.67), irás (0.67), borrarlas (0.66), consigues (0.65), dejaste (0.65), alejas (0.65), añoras (0.64), habituar (0.64)
marcando -> avento (0.87), rumbos (0.83), trillo (0.82), sudar (0.77), cortada (0.76), descendientes (0.75), hiel (0.75), vinagre (0.75), siego (0.73), cho (0.73)
atlántida -> posada (0.99), cordial (0.98), esmeralda (0.87), guardó (0.85), tinerfeña (0.80), repite (0.78), drago (0.77), caracola (0.77), balcón (0.76), trae (0.74)
bonito -> chorizo (0.84), comen (0.80), contemplar (0.76), tiernamente (0.74), describir (0.73), magos (0.71), medida (0.71), atalaya (0.70), folía (0.70), compañero (0.69)
aceituna -> melaza (0.96), haima (0.90), tindouf (0.85), sahara (0.80), reza (0.78), volcará (0.76), sulema (0.76), mujeres (0.76), feroz (0.75), enamora (0.71)
cerros -> tucumanos (0.99), palomitay (0.87), zamba (0.79), trajeron (0.69), vuelto (0.66), sentires (0.65), vendrán (0.64), bermeja (0.64), leer (0.63), llevaron (0.63)
neigá -> alemalai (1.00), arubitsi (1.00), aguahae (1.00), aititu (1.00), maica (1.00), demasiani (1.00), guere (1.00), demacihani (1.00), haruvici (0.99), aicá (0.99)
perdiendo -> eheh (0.96), contestando (0.86), quizás (0.84), respondes (0.82), desesperando (0.81), dеsesperando (0.80), pensando (0.78), pasan (0.77), colombina (0.73), pierrot (0.73)
tucumanos -> cerros (0.99), palomitay (0.81), trajeron (0.73), zamba (0.72), sentires (0.69), vuelto (0.68), llevaron (0.66), vendrán (0.66), alambrar (0.65), técnicos (0.64)
trajeron -> sentires (0.98), harán (0.82), tardе (0.78), hippie (0.77), tucumanos (0.73), quejaba (0.72), vuelta (0.71), tuve (0.70), mería (0.70), vió (0.69)
sentires -> trajeron (0.98), harán (0.84), tardе (0.81), hippie (0.81), olvido (0.75), quejaba (0.74), tuve (0.74), vuelta (0.73), sexo (0.71), mería (0.71)
brotando -> desesperanza (0.88), bebiera (0.87), acumulan (0.82), temerario (0.81), integra (0.75), aventura (0.68), sigue (0.68), mete (0.68), encienden (0.68), limpia (0.67)
palomitay -> zamba (0.96), cerros (0.87), tucumanos (0.81), perdida (0.78), ravelo (0.71), vidala (0.71), envolviendo (0.70), despiertas (0.68), agranda (0.68), desiеrtos (0.68)
nicolás -> bonitas (0.83), cago (0.82), llamaremos (0.78), inspiración (0.76), más (0.75), redención (0.71), casar (0.69), cocer (0.69), coja (0.69), pa’l (0.68)
envuelto -> vieron (0.88), río (0.83), pasar (0.81), alumbraba (0.77), agranda (0.75), heredé (0.70), acaben (0.69), irreal (0.67), monte (0.67), desesperanza (0.67)
almendro -> redención (0.81), salvochea (0.79), entradita (0.76), chica (0.75), tarajal (0.75), aulaga (0.74), llamaremos (0.72), probar (0.71), esperé (0.71), basalto (0.71)
angelitos -> rorró (0.86), llores (0.79), arorró (0.78), duérmete (0.77), vienen (0.74), guiri (0.73), palabrita (0.72), cordobés (0.71), chico (0.70), differents (0.68)
levantas -> abres (0.98), abismo (0.86), desbordan (0.84), pierdes… (0.78), despiertas (0.74), deslizas (0.73), colores (0.73), imán (0.73), acompasará (0.72), agarras (0.72)
abres -> levantas (0.98), desbordan (0.90), abismo (0.86), colores (0.77), muros (0.73), imán (0.72), acompasará (0.71), trigales (0.71), pierdes… (0.71), restos (0.71)
desbordan -> abres (0.90), colores (0.87), levantas (0.84), abismo (0.83), une (0.77), respira (0.77), muros (0.76), heridas (0.74), vértigo (0.74), desprende (0.74)
trasquiló -> borrego (0.99), entrada (0.98), lana (0.98), regocijo (0.97), tejió (0.87), padre (0.81), inmortal (0.78), marina (0.77), unió (0.76), novia (0.74)
borrego -> lana (0.99), trasquiló (0.99), entrada (0.96), regocijo (0.96), tejió (0.92), padre (0.81), novia (0.78), inmortal (0.77), marina (0.76), gordos (0.75)
marcó -> llevamos (0.95), destino (0.90), secundino (0.89), eterna (0.89), ladre (0.85), peregrino (0.85), unión (0.82), bardino (0.79), alumbrará (0.79), gánigo (0.79)
llevamos -> marcó (0.95), ladre (0.94), secundino (0.91), bardino (0.88), destino (0.87), peregrino (0.85), lance (0.84), eterna (0.82), unión (0.76), gánigo (0.76)
ladre -> bardino (0.98), lance (0.96), llevamos (0.94), secundino (0.90), peregrino (0.87), marcó (0.85), trinos (0.78), eterna (0.75), destino (0.73), unión (0.73)
lana -> borrego (0.99), trasquiló (0.98), regocijo (0.96), entrada (0.96), tejió (0.93), novia (0.80), padre (0.80), gordos (0.78), inmortal (0.76), marina (0.76)
bardino -> lance (0.99), ladre (0.98), peregrino (0.89), secundino (0.88), llevamos (0.88), trinos (0.81), marcó (0.79), eterna (0.74), tarea (0.73), unión (0.73)
lance -> bardino (0.99), ladre (0.96), peregrino (0.91), secundino (0.86), llevamos (0.84), trinos (0.83), marcó (0.77), nazca (0.75), unión (0.75), ganigo (0.75)
tierras -> fecundaste (0.80), hеrmosas (0.75), cuanta (0.74), playas (0.71), costas (0.70), pertenencias (0.68), sean (0.67), deseamos (0.67), pesares (0.65), vean (0.65)
desesperando -> dеsesperando (0.99), contestando (0.98), pasan (0.97), respondes (0.94), quizás (0.90), cuándo (0.86), perdiendo (0.81), recordarás (0.80), pregunto (0.79), sales (0.77)
alemalai -> neigá (1.00), arubitsi (1.00), demasiani (1.00), aititu (1.00), aguahae (1.00), maica (1.00), guere (0.99), demacihani (0.99), haruvici (0.99), güere (0.99)
entera -> consciente (0.83), entereza (0.80), esconda (0.76), cisco (0.65), obsesión (0.64), sabían (0.63), parecer (0.62), colombina (0.62), pierrot (0.62), pudo (0.61)
dirán -> creerán (0.88), asnal» (0.77), atardecer (0.77), cantidad (0.75), «qué (0.75), tocar (0.74), chaval (0.72), empiezas (0.72), provocan (0.71), espabílate (0.71)
vivirán -> hablarán (0.83), cortina (0.83), chabola (0.74), desengaños (0.71), chalet (0.71), arcilla (0.69), vasija (0.67), lado (0.66), cocida (0.65), bájame (0.64)
diré -> cuántos (0.87), hospitalaria (0.81), alcanzo (0.75), alumbras (0.73), gusto (0.72), buscaba (0.72), tеngo (0.72), escucho (0.71), rito (0.71), muro (0.71)
ansiada -> mensajeros (0.96), levántate (0.92), llevando (0.83), emigrantes (0.77), dejarlo (0.76), falso (0.75), símbolo (0.75), defienda (0.75), repartirme (0.75), espera (0.75)
mensajeros -> ansiada (0.96), falso (0.87), levántate (0.84), llevando (0.82), mismos (0.80), aman (0.80), progreso (0.80), unirnos (0.77), dejarlo (0.76), ciudadanos (0.76)
aguantar -> sudor (0.99), mеsa (0.94), haga (0.83), dеsenmascar (0.81), patrón (0.79), red (0.74), cáin (0.73), atenta (0.72), еmpezar (0.72), podamos (0.71)
sudor -> aguantar (0.99), mеsa (0.97), haga (0.86), dеsenmascar (0.84), patrón (0.80), señor (0.76), cáin (0.75), nevera (0.73), еmpezar (0.73), podamos (0.73)
falso -> progreso (0.90), mensajeros (0.87), mismos (0.83), hogares (0.80), piensan (0.79), libres (0.78), aman (0.78), error (0.78), amadas (0.77), hermanando (0.77)
borrando -> unido (0.92), huellas (0.91), palomas (0.84), heredé (0.77), error (0.77), forjaron (0.76), dejando (0.76), hunde (0.73), van (0.73), falso (0.73)
pañuelo -> moto (0.82), cubrir (0.81), humo (0.80), pañoleta (0.77), pub (0.72), bebido (0.71), erizado (0.71), dedos (0.70), cerrojo (0.69), frágiles (0.69)
quede -> gritar (0.87), corre (0.73), antе (0.72), explotador (0.72), sudor (0.71), inagotable (0.71), gafas (0.71), cortas (0.70), haga (0.69), carmen (0.69)
unido -> palomas (0.96), borrando (0.92), huellas (0.79), hunde (0.76), blancas (0.74), universo (0.73), levantarán (0.73), algeciras (0.71), vuelo (0.69), estambul (0.69)
dices -> maduran (0.95), vas (0.79), casita (0.76), uvas (0.73), coqueta (0.72), mentir (0.71), cuántos (0.71), adonde (0.70), acercas (0.70), sepas (0.69)
salga -> nеgro (0.88), fabulilla (0.87), desmande (0.83), ocurrido (0.76), recuеrdo (0.76), diga (0.74), suya (0.73), esfuman (0.71), espanta (0.71), muchachos (0.70)
palomas -> unido (0.96), borrando (0.84), universo (0.82), blancas (0.76), hunde (0.73), levantarán (0.73), algeciras (0.72), pintes (0.72), desprende (0.72), huellas (0.72)
uvas -> parra (0.98), mí (0.96), maduran (0.86), cura (0.82), cristobal (0.80), enamorada (0.79), quererlo (0.76), acariciado (0.75), coro (0.74), compadre (0.74)
borrico -> casualidad (0.91), «oh» (0.91), pasaba (0.90), flauta (0.88), «qué (0.88), prados (0.86), halló (0.86), zagal (0.84), olvidada (0.83), sonó (0.83)
arcilla -> cocida (0.92), desengaños (0.91), yazgo (0.86), collados (0.84), tí (0.84), barro (0.76), antepasados (0.75), vaso (0.73), fresco (0.71), podido (0.71)
envuelta -> jazmín (0.85), paseos (0.83), pub (0.81), humo (0.80), moto (0.77), segundos (0.76), oconnor (0.75), sinead (0.74), ensayar (0.73), afeitada (0.70)
explotador -> gritar (0.82), usted (0.77), perros (0.76), creer (0.76), quede (0.72), viven (0.69), escuelas (0.66), emigró (0.66), ladridos (0.65), borriquitos (0.65)
zurrón -> huso (0.97), rueca (0.94), gofio (0.81), mí (0.81), traspuso (0.77), jareas (0.71), uvas (0.71), garañón (0.71), sede (0.71), cabra (0.71)
negó -> violentó (0.80), escuchar (0.79), decidió (0.72), antе (0.71), derecho (0.71), mararía (0.71), sufre (0.71), supo (0.69), debes (0.67), apagó (0.67)
patrón -> sudor (0.80), diarios (0.79), aguantar (0.79), mеsa (0.77), muerdan (0.74), mande (0.70), servida (0.69), pá (0.69), dеsenmascar (0.68), cortas (0.68)
iré -> lazo (0.94), tranquilo (0.86), darás (0.85), lechón (0.80), despacio (0.80), comería (0.80), uniré (0.79), mejorar (0.78), daré (0.78), diría (0.78)
descubrió -> continentes (0.87), motivos (0.79), creencias (0.78), algunas (0.78), conforman (0.77), definen (0.77), generoso (0.73), nombrando (0.72), indio (0.71), aquello (0.71)
volando -> partida (0.83), odio (0.76), nubеs (0.75), estremeció (0.73), musa (0.73), borras (0.72), floreces (0.72), detenga (0.72), serás (0.72), revoloteando (0.70)
pierda -> cortina (0.80), vasija (0.70), universales (0.67), circundo (0.65), rompa (0.65), atenta (0.64), confiese (0.64), abierto (0.62), vivirán (0.61), languidece (0.61)
raíz -> bereber (0.99), europa (0.99), simiente (0.88), américa (0.85), náufrago (0.79), sáhara (0.79), errante (0.79), miel (0.77), colombina (0.75), pеqueña (0.75)
pudo -> hundir (0.84), arcoiris (0.77), gris (0.66), aprecio (0.66), correr (0.65), muermos (0.65), locura (0.64), perdí (0.64), olvidar (0.63), regarlos (0.63)
maletas -> insular (0.83), coja (0.82), retorno (0.82), devuelva (0.80), destruirte (0.77), use (0.75), primaveras (0.74), pariendo (0.73), generación (0.72), mierda (0.69)
frenar -> locura (0.93), aguanta (0.77), legado (0.76), compartidos (0.71), concibo (0.70), malandanza (0.70), destruyendo (0.70), atento (0.70), telarito (0.69), acera (0.69)
bereber -> raíz (0.99), europa (0.97), simiente (0.90), américa (0.82), náufrago (0.79), miel (0.79), sáhara (0.79), errante (0.78), colombina (0.75), atlántico (0.74)
derecho -> existir (0.83), perdamos (0.82), destruyendo (0.72), negó (0.71), normal (0.70), decidió (0.69), debes (0.67), mararía (0.67), suertes (0.65), violentó (0.64)
bosques -> estaban (0.86), dioses (0.84), sanan (0.83), existir (0.79), definen (0.77), conforman (0.75), algunas (0.74), creencias (0.74), motivos (0.73), sevan (0.72)
uhum -> mordiendo (0.90), oye (0.84), uhhhhh (0.82), llamando (0.81), seguí (0.81), obrero (0.80), pintada (0.80), uhhhh (0.80), oh (0.80), piedad (0.78)
tajaraste -> acá (0.81), encabrita (0.80), brindar (0.73), cantemos (0.72), navidad (0.72), guarapo (0.70), pregonan (0.70), viere (0.69), sierra (0.68), pintadas (0.68)
mariposas -> moviendo (0.89), crepúsculo (0.86), bajan (0.75), parecen (0.75), arrorró (0.73), crestas (0.69), innombrable (0.68), ropita (0.67), tendida (0.67), conviven (0.67)
ucanca -> aroman (0.85), describiendo (0.85), galopando (0.82), fugaces (0.80), retamas (0.75), desnudos (0.74), esfera (0.74), debe (0.73), esplendor (0.72), tenerife (0.71)
levantan -> majestuosos (0.95), aspecto (0.87), grietas (0.80), alimentan (0.75), magma (0.74), guardan (0.73), soñándose (0.72), meridiana (0.72), espuma (0.71), brumas (0.70)
negarnos -> podrá (0.81), cerraremos (0.77), acera (0.75), volvеr (0.72), vende (0.72), volvеrás (0.72), coja (0.71), defiende (0.70), atento (0.70), adеntro (0.70)
unas -> diós (0.87), alimentan (0.86), tono (0.80), brumas (0.78), nevado (0.76), guardián (0.75), celoso (0.74), fragantes (0.73), centinela (0.73), subimos (0.72)
estela -> triunfal (0.89), imperial (0.86), magua (0.82), vigilia (0.80), tinerfeña (0.79), maresía (0.77), coya (0.75), unió (0.75), sembra’o (0.75), sendero (0.72)
susurrando -> crepúsculo (0.81), durmió (0.72), maresía (0.72), tricias (0.70), naturaleza (0.69), llenaba (0.67), compartir (0.67), emerge (0.67), surcan (0.67), enero (0.66)
sufrimiento -> еsperanza (0.87), recitado (0.76), miras (0.75), lluvia (0.74), creer (0.73), sucede (0.73), amasa (0.73), heredando (0.72), naciera (0.72), escuelas (0.72)
gesto -> forzado (0.84), pеna (0.80), demasiado (0.76), lindos (0.71), demasiados (0.66), europa (0.65), pеqueña (0.64), náufrago (0.64), callar (0.63), sincero (0.63)
existencia -> definir (0.87), estabiliza (0.83), necesaria (0.82), heredero (0.80), insustituible (0.76), ejemplo (0.74), perfecto (0.72), novios (0.71), conjunto (0.70), visión (0.70)
techos -> cartón (0.95), casas (0.94), bajando (0.83), oye (0.80), triste (0.74), marchita (0.72), ciudades (0.71), uhum (0.71), pelota (0.71), ciprés (0.71)
apunta -> senda (0.86), graciosa (0.84), encontrarás (0.84), chinija (0.79), tiro (0.73), barrancos (0.73), nublo (0.73), garoé (0.72), janubio (0.72), cumbrе (0.72)
desborda -> ofrezco (0.78), enamoro (0.77), estación (0.76), malpaís (0.71), funden (0.68), quedará (0.68), anhelo (0.66), transporte (0.66), duras (0.65), nacieras (0.65)
espiga -> dibujo (0.88), acaricio (0.82), volcará (0.78), feroz (0.77), brota (0.75), regidas (0.74), parda (0.74), hundiendo (0.72), erguida (0.72), grandeza (0.71)
malpaís -> bello (0.84), desborda (0.71), espiga (0.71), retama (0.69), herramienta (0.66), velocidad (0.65), desandar (0.65), grietas (0.65), talismán (0.64), quinta (0.64)
tuvo -> parto (0.84), sevilla (0.82), lunita (0.80), plateada (0.78), larrea (0.77), ciudadanos (0.77), planeta (0.75), carmelo (0.75), emigrantes (0.72), basta (0.72)
